index,first_name,last_name,agency,weekly_hours_worked,hourly_wage,allocated_wage,pharmacy,dental,vision,unspecified,weekly_spending,weeks_in_program
28851,Jimmy,Hammond,Elim,22,4,84.48,50.74,416.56,83.32,358.9,28.42,32
28852,Sonia,Lee,Elim,27,1,25.92,77.19,432.79,95.09,168.77,24.96,31
28853,Noelle,Hart,OneStop,12,3,34.56,138.17,252.11,154.37,471.02,25.39,40
28854,Lemuel,Long,HomeAssist,34,3,97.92,54.65,342.15,193.37,268.6,19.97,43
28855,Erin,Nishiyama,NU,14,1,13.44,186.46,325.55,195.19,304.97,36.15,28
28856,Stacy,Campbell,HomeAssist,10,3,28.8,41.05,68.04,135.82,581.43,51.65,16
28857,Andy,Kimbrough,EverGreen,31,2,59.52,64.16,421.76,192.06,742.24,39.45,36
28858,Kathryn,Gamez,HomeAssist,28,1,26.88,23.4,90.93,155.11,617.27,25.33,35
28859,Donald,Davis,NU,38,2,72.96,22.38,243.7,143.39,628.03,64.84,16
28860,Stephen,Hamill,OneStop,10,2,19.2,127.8,70.46,116.77,912.21,72.19,17
28861,John,Blaine,HomeAssist,29,2,55.68,107.23,350.18,113.95,413.79,57.95,17
28862,Virginia,Daise,K,21,4,80.64,199.65,310.63,171.14,663.17,28.61,47
28863,Eric,Blackwell,NU,38,1,36.48,54.87,275.61,159.44,515.86,43.73,23
28864,Charlotte,Roe,OneStop,27,3,77.76,158.3,154.39,187.1,730.03,27.95,44
28865,Lori,Krigger,NU,15,4,57.6,155.42,160.07,83.94,837.48,58.9,21
28866,Pamela,Boyd,NU,15,1,14.4,82.33,130.65,121.06,621.92,53.11,18
28867,Michael,Aaron,Elim,11,3,31.68,37.35,429.65,66.8,186.49,36.01,20
28868,Opal,Walker,Elim,37,2,71.04,11.4,166.86,76.12,216.36,12.07,39
28869,Peter,Wildman,Elim,12,3,34.56,186.0,324.59,58.58,600.16,89.95,13
28870,Edward,Snavely,HomeAssist,35,3,100.8,189.23,206.58,476.26,536.89,38.08,37
28871,Maria,Davis,OneStop,38,4,145.92,53.36,192.02,141.24,370.75,29.13,26
28872,Trevor,Mcknight,Elim,18,3,51.84,155.78,226.6,124.33,603.48,39.65,28
28873,Trey,Stoltz,NU,18,4,69.12,143.87,166.33,56.92,438.87,27.79,29
28874,Debra,Ebert,EverGreen,10,2,19.2,181.56,427.22,191.99,590.46,39.75,35
28875,Emanuel,Corey,OneStop,15,4,57.6,168.19,467.8,56.81,266.42,23.98,40
28876,Nelly,Herring,K,12,3,34.56,93.84,258.23,53.16,231.71,16.33,39
28877,Mary,Smith,K,10,2,19.2,179.48,114.25,57.95,619.33,40.46,24
28878,Michelle,White,OneStop,10,1,9.6,59.7,259.16,169.1,156.7,15.35,42
28879,Michael,Mention,NU,25,4,96.0,55.11,179.92,86.39,774.05,57.66,19
28880,Garry,Haynes,Elim,20,4,76.8,171.75,465.85,146.77,679.45,86.11,17
28881,Molly,Green,EverGreen,18,4,69.12,196.61,379.4,150.22,849.75,112.57,14
28882,Robert,Gary,OneStop,39,2,74.88,58.76,149.95,60.79,622.63,25.49,35
28883,Eleonore,Laney,OneStop,39,2,74.88,126.75,53.11,94.81,683.59,29.95,32
28884,Corene,Sanford,K,21,1,20.16,141.94,270.04,85.01,160.58,17.3,38
28885,Timothy,Kummer,Elim,38,1,36.48,95.81,337.08,196.4,268.58,20.41,44
28886,Robbie,Deloach,K,27,3,77.76,110.84,275.74,137.62,351.75,16.85,52
28887,Maria,Williams,HomeAssist,26,3,74.88,35.95,351.39,110.95,542.1,22.62,46
28888,Keith,Harris,Elim,17,4,65.28,169.28,177.72,193.04,916.27,30.34,48
28889,Angelo,Frazier,HomeAssist,26,2,49.92,152.49,375.78,176.84,152.95,19.95,43
28890,Robert,Goodwin,Elim,37,4,142.08,135.3,456.54,272.49,918.09,38.75,46
28891,James,Mancuso,Elim,13,4,49.92,132.79,78.73,64.14,951.02,43.81,28
28892,Wesley,Reno,HomeAssist,33,1,31.68,194.69,378.67,170.77,269.29,56.3,18
28893,Tammy,Mireles,NU,11,3,31.68,187.83,409.5,90.6,633.21,82.57,16
28894,Junior,Ferguson,OneStop,21,1,20.16,119.98,147.23,123.18,801.27,24.83,48
28895,Richard,Castro,K,19,4,72.96,11.12,339.38,94.0,731.9,29.41,40
28896,Shawn,Freiseis,OneStop,28,3,80.64,93.88,412.79,119.31,738.19,48.72,28
28897,Elizabeth,Schoonover,NU,34,3,97.92,199.14,83.03,197.33,848.91,34.06,39
28898,Jose,Henry,OneStop,27,1,25.92,65.12,254.04,131.75,233.86,42.8,16
28899,Joanne,Delacruz,NU,23,4,88.32,143.21,72.84,128.23,135.28,11.42,42
28900,Elizabeth,Kelley,OneStop,32,4,122.88,164.09,521.26,237.01,633.86,74.11,21
28901,Ronald,Diggs,OneStop,15,3,43.2,82.51,225.43,148.93,909.73,45.55,30
28902,Ashley,Wren,Elim,22,4,84.48,185.7,198.1,189.69,328.98,42.97,21
28903,Tyree,Johnson,OneStop,22,1,21.12,104.33,411.63,186.33,851.12,51.78,30
28904,Levi,Drakeford,OneStop,21,3,60.48,44.53,313.67,140.81,192.11,36.37,19
28905,Mike,Stiles,EverGreen,31,1,29.76,170.17,60.31,78.32,317.54,28.47,22
28906,Emilia,Brown,K,13,4,49.92,186.13,451.62,145.43,431.67,30.37,40
28907,Sharon,Griffin,K,38,4,145.92,95.1,687.48,328.25,434.21,103.0,15
28908,Lisa,Shannon,K,28,4,107.52,85.42,145.97,420.46,357.08,43.87,23
28909,Frank,Abbott,Elim,15,3,43.2,24.51,301.08,100.36,607.11,73.79,14
28910,David,Marshall,K,25,3,72.0,56.19,67.73,73.04,896.94,52.09,21
28911,Richard,Simpson,K,32,3,92.16,50.42,145.28,142.02,839.15,25.04,47
28912,Mary,Silverman,EverGreen,30,3,86.4,47.06,274.18,59.97,672.5,24.5,43
28913,Francis,Shultz,EverGreen,32,4,122.88,73.05,735.21,467.94,294.78,43.64,36
28914,Robert,Pinter,HomeAssist,24,4,92.16,103.08,329.1,70.11,272.47,17.61,44
28915,Charles,Meyer,OneStop,39,3,112.32,155.97,572.07,129.88,720.79,65.78,24
28916,Tiffany,Munns,NU,11,3,31.68,192.64,389.18,185.64,932.23,89.46,19
28917,Diana,Nunez,K,31,2,59.52,172.84,456.93,58.43,484.95,23.46,50
28918,Ann,Mulligan,EverGreen,40,2,76.8,63.02,141.58,182.71,685.91,24.39,44
28919,Ambrose,Jones,HomeAssist,12,4,46.08,46.78,309.24,54.59,972.05,37.37,37
28920,Laurel,Hudson,NU,13,2,24.96,99.76,453.7,61.36,776.73,39.76,35
28921,Carl,Reese,NU,26,1,24.96,10.83,186.57,154.7,384.1,35.06,21
28922,Jill,Mowry,K,21,2,40.32,14.26,296.72,149.43,112.96,26.06,22
28923,Luz,Smith,HomeAssist,40,1,38.4,88.37,443.45,168.85,916.6,67.39,24
28924,John,Wilson,NU,38,4,145.92,89.18,941.75,214.5,617.67,93.16,20
28925,Constance,Pickerel,OneStop,11,2,21.12,103.24,153.45,115.1,395.76,63.96,12
28926,Alton,Walker,EverGreen,26,1,24.96,32.1,476.36,159.27,596.71,25.29,50
28927,Larry,Anderson,EverGreen,39,2,74.88,104.65,470.29,155.72,754.39,41.25,36
28928,Erin,Wilborn,K,24,2,46.08,34.79,454.85,167.42,996.0,42.39,39
28929,Andrew,Carrier,Elim,19,2,36.48,149.55,71.96,142.11,487.83,47.3,18
28930,Lillian,Adams,K,26,1,24.96,184.04,488.82,193.0,647.44,31.53,48
28931,Brenda,Evans,OneStop,25,2,48.0,183.92,334.78,149.83,726.53,37.7,37
28932,Mary,Martinez,OneStop,12,4,46.08,33.37,455.68,184.59,894.38,36.47,43
28933,Clyde,Lucas,EverGreen,30,2,57.6,73.89,443.57,135.46,787.6,36.01,40
28934,Brenda,Pamplin,OneStop,33,1,31.68,62.38,434.02,146.38,278.4,23.03,40
28935,William,Cantwell,NU,12,2,23.04,156.36,435.61,132.52,563.61,26.84,48
28936,Betty,Anderson,NU,24,2,46.08,140.02,450.45,150.72,520.1,24.73,51
28937,Magdalena,Smith,K,40,1,38.4,80.91,212.3,196.37,944.48,110.31,13
28938,Norman,Froehlich,EverGreen,15,4,57.6,157.62,232.4,56.97,191.64,13.03,49
28939,Francis,Scott,Elim,28,4,107.52,171.37,839.63,339.19,478.56,38.91,47
28940,David,Islas,HomeAssist,20,3,57.6,16.42,270.33,165.79,310.99,31.81,24
28941,Sally,Hatton,EverGreen,27,3,77.76,89.35,325.32,170.83,421.14,20.13,50
28942,Cristina,Main,OneStop,19,1,18.24,165.05,385.71,145.76,425.5,23.38,48
28943,John,Green,K,11,1,10.56,66.7,183.06,160.26,551.74,50.62,19
28944,Kelly,Harris,K,17,1,16.32,144.83,92.18,92.04,318.1,28.14,23
28945,Tania,Jefferson,NU,38,4,145.92,12.05,847.65,289.84,129.89,98.42,13
28946,David,Flores,K,24,3,69.12,149.21,493.36,112.23,991.48,91.91,19
28947,Arturo,Watts,K,20,1,19.2,16.73,67.79,180.74,977.56,37.66,33
28948,Stephen,Camano,K,25,2,48.0,59.17,324.38,66.22,859.53,109.11,12
28949,Stephanie,Comeau,EverGreen,24,1,23.04,122.8,389.75,192.43,595.44,28.27,46
28950,Ricky,Steckler,NU,23,2,44.16,66.22,90.06,52.6,717.39,28.07,33
28951,Ross,Michaud,Elim,26,2,49.92,75.88,287.48,80.36,387.19,46.16,18
28952,Joseph,Fischer,HomeAssist,10,1,9.6,80.85,235.2,185.28,326.16,59.11,14
28953,Darren,Stanley,K,34,3,97.92,71.43,154.57,56.35,954.16,31.71,39
28954,Joshua,Siddique,HomeAssist,14,4,53.76,132.76,343.91,169.81,717.39,80.23,17
28955,Josie,Mullan,OneStop,11,3,31.68,74.11,63.3,140.23,546.12,21.12,39
28956,James,Schatzman,Elim,10,3,28.8,172.95,413.56,87.4,565.49,24.3,51
28957,James,Rutledge,NU,25,2,48.0,109.73,234.9,82.74,276.39,20.11,35
28958,Anthony,Mccoy,HomeAssist,18,4,69.12,148.13,453.29,150.03,749.15,55.58,27
28959,Marketta,Bell,EverGreen,25,2,48.0,154.34,480.63,51.56,594.17,64.03,20
28960,Vivian,Hickerson,Elim,23,4,88.32,77.66,221.75,126.56,556.85,18.9,52
28961,Martin,Myers,EverGreen,38,2,72.96,194.54,486.64,129.07,472.94,53.47,24
28962,Junior,Kelly,NU,12,3,34.56,195.09,233.24,190.33,516.84,54.07,21
28963,John,Biggs,Elim,20,1,19.2,155.23,318.96,170.64,508.8,96.14,12
28964,Johnnie,Nosal,HomeAssist,10,2,19.2,91.71,442.3,130.75,210.63,41.69,21
28965,Brian,Callahan,EverGreen,33,1,31.68,104.24,104.41,145.42,628.45,32.75,30
28966,John,Wyatt,OneStop,19,3,54.72,10.88,162.5,118.69,527.48,63.04,13
28967,Harry,Scholer,K,28,1,26.88,92.03,419.04,187.22,616.11,31.3,42
28968,Roger,Haines,Elim,33,3,95.04,185.47,211.11,125.24,649.33,31.65,37
28969,Kenneth,Broadus,NU,26,3,74.88,41.39,194.24,78.64,559.17,58.23,15
28970,Edith,Smith,Elim,33,2,63.36,11.67,277.09,142.92,528.92,23.43,41
28971,Annabel,Andrews,EverGreen,32,1,30.72,31.87,283.08,199.08,384.26,49.91,18
28972,Lisa,Highbaugh,Elim,15,1,14.4,51.99,376.92,108.98,779.5,45.43,29
28973,Peggy,Cordova,EverGreen,33,4,126.72,11.98,688.12,170.49,492.68,29.01,47
28974,Joseph,Davis,OneStop,27,4,103.68,174.19,847.86,126.35,746.31,111.45,17
28975,Sally,Sullivan,HomeAssist,27,4,103.68,63.28,876.97,263.27,452.36,71.99,23
28976,Darrell,Greig,Elim,40,1,38.4,101.39,372.48,180.07,129.08,21.16,37
28977,Mark,Lowery,K,35,2,67.2,149.26,446.54,177.74,186.37,24.61,39
28978,Amy,Lafleche,OneStop,25,3,72.0,195.84,435.04,188.3,858.72,67.12,25
28979,Ferdinand,Williams,K,37,1,35.52,24.19,164.61,149.75,325.37,36.88,18
28980,Annie,Sinclair,OneStop,12,4,46.08,160.8,263.0,193.98,281.73,21.94,41
28981,Nancy,Schueller,Elim,32,1,30.72,64.96,197.49,156.5,926.9,56.08,24
28982,Richard,Dejackome,K,19,1,18.24,151.4,476.5,60.61,340.69,60.54,17
28983,Marie,Aller,OneStop,21,2,40.32,87.69,414.03,70.4,478.52,52.53,20
28984,Eleanor,Horne,K,35,3,100.8,73.12,353.9,263.78,602.68,47.91,27
28985,Alfred,Ferguson,NU,34,3,97.92,69.24,243.76,195.66,413.63,27.13,34
28986,Georgia,Bates,HomeAssist,14,2,26.88,151.25,353.84,167.71,483.05,50.25,23
28987,Floyd,Vogel,HomeAssist,23,3,66.24,77.77,68.13,181.09,121.36,8.62,52
28988,Reid,Stephens,Elim,12,4,46.08,63.78,74.92,90.18,516.31,15.86,47
28989,April,Major,Elim,26,3,74.88,51.53,90.75,170.79,842.26,24.07,48
28990,Jason,Rains,OneStop,14,1,13.44,169.78,420.6,161.27,558.58,42.27,31
28991,Nicole,Sharp,K,21,3,60.48,83.7,130.89,172.35,954.25,26.3,51
28992,Sharon,James,OneStop,36,3,103.68,172.24,786.7,398.83,787.91,73.99,29
28993,Helen,Laidlaw,K,26,4,99.84,23.52,349.42,107.85,845.79,28.84,46
28994,Jennifer,Young,HomeAssist,38,1,36.48,45.5,395.64,58.26,519.5,24.26,42
28995,Margaret,Garrell,Elim,29,4,111.36,163.3,363.81,479.39,886.64,57.37,33
28996,Martha,Lastrapes,K,40,4,153.6,146.38,529.12,112.48,277.41,21.74,49
28997,Brigitte,Morgan,K,29,3,83.52,148.39,246.17,139.31,505.95,34.66,30
28998,Tanya,Anderson,EverGreen,27,4,103.68,119.81,443.78,411.53,941.82,91.28,21
28999,Deborah,Grove,EverGreen,39,4,149.76,139.26,546.14,211.09,126.88,23.8,43
29000,Norma,Humphries,K,15,2,28.8,83.18,397.25,84.71,458.44,23.8,43
29001,Kaye,Humber,EverGreen,11,2,21.12,122.96,390.1,138.05,415.62,30.48,35
29002,Pete,Markham,Elim,18,4,69.12,115.69,186.5,57.6,104.33,10.31,45
29003,Craig,Brown,EverGreen,20,1,19.2,18.42,197.11,69.51,861.3,95.53,12
29004,Edwin,Stinser,Elim,17,2,32.64,64.83,489.09,72.79,361.36,35.29,28
29005,Patricia,Shakespeare,HomeAssist,38,1,36.48,182.24,179.38,59.95,707.94,47.06,24
29006,Kyle,Munford,K,26,2,49.92,100.71,257.77,186.31,275.45,18.23,45
29007,Theresa,Cockrell,K,38,4,145.92,183.74,969.23,466.22,353.69,58.03,34
29008,Raymond,Burke,EverGreen,38,2,72.96,56.05,368.92,177.18,895.55,55.47,27
29009,Susan,Penland,Elim,28,2,53.76,15.23,487.69,106.11,434.63,47.44,22
29010,William,Leyrer,OneStop,28,4,107.52,61.14,333.62,411.72,540.49,29.93,45
29011,Charles,Hale,OneStop,34,4,130.56,166.3,115.68,108.57,697.04,47.29,23
29012,Juanita,Hernandez,HomeAssist,23,3,66.24,130.78,250.49,106.28,849.58,29.07,46
29013,Beatrice,Banks,EverGreen,38,1,36.48,71.97,296.53,155.34,838.23,31.68,43
29014,Marilyn,Feldman,NU,24,3,69.12,101.18,490.65,50.62,550.71,85.23,14
29015,Lena,Kenan,K,28,3,80.64,41.19,430.95,74.89,774.73,47.21,28
29016,Patrick,Russ,K,40,3,115.2,52.75,437.87,224.37,294.88,50.49,20
29017,Michael,Carns,OneStop,24,2,46.08,149.73,200.86,92.16,357.1,27.58,29
29018,Jessica,Clowes,K,37,4,142.08,90.36,888.09,450.18,239.13,61.77,27
29019,Nicole,Cantrel,Elim,15,3,43.2,29.85,476.14,149.03,354.78,72.13,14
29020,Amy,Thornton,Elim,38,3,109.44,186.25,381.8,497.31,113.44,28.07,42
29021,Lea,Killingsworth,NU,29,4,111.36,93.02,266.09,392.72,651.44,35.98,39
29022,Bess,Capps,Elim,25,3,72.0,62.29,324.69,150.64,937.26,81.94,18
29023,Rebekah,Obrien,OneStop,35,3,100.8,198.74,286.34,332.45,190.15,24.58,41
29024,Betty,Green,HomeAssist,34,3,97.92,174.51,483.28,141.3,348.16,52.15,22
29025,Shawn,Vereb,HomeAssist,32,1,30.72,165.04,466.45,105.77,669.21,35.16,40
29026,Laverne,Santos,HomeAssist,37,2,71.04,85.65,453.58,70.81,528.97,32.54,35
29027,Susan,Hilton,OneStop,13,1,12.48,21.02,340.78,186.41,544.8,26.66,41
29028,Joseph,Amador,Elim,15,3,43.2,80.46,323.84,102.15,846.19,36.56,37
29029,James,Shoe,Elim,29,3,83.52,129.02,486.2,175.64,714.84,32.04,47
29030,Peggy,Forbes,Elim,31,3,89.28,65.83,341.58,142.82,146.33,18.33,38
29031,Jon,Mcgrath,OneStop,19,2,36.48,19.37,311.33,82.16,744.5,26.92,43
29032,Robert,Wilson,HomeAssist,38,3,109.44,178.04,954.95,420.84,529.06,47.34,44
29033,Eula,Gomez,K,40,2,76.8,181.76,131.19,157.12,231.08,13.48,52
29034,Edward,Sullivan,HomeAssist,17,4,65.28,72.17,222.6,159.22,659.07,23.68,47
29035,James,Sumrall,K,14,4,53.76,31.68,260.84,98.94,113.03,14.01,36
29036,Brian,Coleman,Elim,14,1,13.44,194.36,159.43,142.42,437.06,49.12,19
29037,Alan,Brown,HomeAssist,21,1,20.16,25.48,294.15,75.98,832.83,23.62,52
29038,Vicki,Kim,NU,34,4,130.56,53.0,435.09,460.8,593.17,35.86,43
29039,Lorie,Smith,OneStop,13,4,49.92,196.11,371.35,150.12,990.23,71.16,24
29040,Robert,Lopez,Elim,39,3,112.32,95.39,517.34,162.11,331.14,29.89,37
29041,David,Fogel,EverGreen,20,2,38.4,49.67,99.92,154.35,325.3,37.01,17
29042,Kelly,Gaucin,HomeAssist,25,4,96.0,81.68,285.87,164.19,408.66,67.17,14
29043,Tyrone,Riggs,OneStop,20,2,38.4,196.33,363.92,119.49,100.24,28.89,27
29044,Alan,Binns,NU,37,2,71.04,126.1,97.47,110.15,431.77,63.79,12
29045,Deborah,Alford,HomeAssist,16,3,46.08,85.97,173.03,192.22,885.74,70.37,19
29046,Maria,Robinson,OneStop,36,1,34.56,86.34,468.34,111.45,103.45,18.32,42
29047,Beverly,Alligood,OneStop,25,2,48.0,103.35,381.57,91.71,109.29,57.16,12
29048,Elmer,Gresham,OneStop,17,4,65.28,144.83,381.03,85.43,316.17,29.92,31
29049,Jon,Dow,Elim,40,1,38.4,117.54,141.11,182.29,820.3,54.84,23
29050,Daisy,Luciani,HomeAssist,40,4,153.6,199.24,348.24,499.29,453.02,45.45,33
29051,Erwin,Moreno,EverGreen,10,1,9.6,112.92,289.83,80.29,406.3,49.41,18
29052,James,Valentine,NU,17,2,32.64,104.37,380.9,103.25,875.56,122.01,12
29053,Jesus,Graves,HomeAssist,10,4,38.4,152.25,144.0,198.31,819.31,31.28,42
29054,Claude,Moss,NU,27,1,25.92,29.93,343.82,115.2,297.22,41.38,19
29055,Richard,Bisson,NU,15,1,14.4,140.99,52.95,169.04,251.14,26.7,23
29056,Stanley,Carrier,Elim,23,2,44.16,85.95,346.55,76.68,449.92,22.84,42
29057,William,Bowie,HomeAssist,10,3,28.8,55.25,93.91,183.78,344.88,52.14,13
29058,Nan,Willoughby,OneStop,31,2,59.52,165.3,483.3,58.95,126.78,34.76,24
29059,Glen,Severino,K,30,1,28.8,117.66,309.02,185.51,943.22,32.4,48
29060,Norman,Hilliard,OneStop,18,4,69.12,170.82,391.37,127.3,796.61,28.58,52
29061,Carrie,Hall,K,32,1,30.72,149.51,71.72,191.13,742.18,29.6,39
29062,Darnell,Holmes,HomeAssist,34,4,130.56,81.33,893.6,377.04,588.1,84.35,23
29063,Don,Bachman,K,35,2,67.2,139.54,140.43,52.85,301.41,45.3,14
29064,Violet,Cox,K,35,3,100.8,35.27,983.34,167.59,630.49,43.25,42
29065,Cameron,Schafer,EverGreen,10,4,38.4,103.45,154.05,55.2,830.14,81.63,14
29066,Eric,Stutts,HomeAssist,38,2,72.96,35.66,128.22,178.2,850.31,32.23,37
29067,Raymond,Kroll,NU,25,3,72.0,199.05,418.84,192.31,584.07,38.73,36
29068,Richard,Lane,HomeAssist,31,1,29.76,145.18,427.28,145.28,345.04,22.14,48
29069,Marvin,Taylor,EverGreen,15,3,43.2,48.19,342.13,120.82,391.62,23.76,38
29070,Alan,Siebold,Elim,39,4,149.76,183.63,389.36,183.8,712.97,77.36,19
29071,Molly,Tatro,K,40,4,153.6,156.17,144.22,157.54,540.5,24.96,40
29072,Clyde,Pawlak,K,36,2,69.12,158.81,464.0,66.5,962.2,35.9,46
29073,Joe,Mitchell,OneStop,19,3,54.72,12.27,356.55,71.96,578.55,23.17,44
29074,Shannon,Brown,HomeAssist,40,2,76.8,151.58,347.52,113.31,702.77,32.08,41
29075,Lisa,Pinchback,OneStop,25,2,48.0,87.94,477.41,56.78,680.12,34.27,38
29076,Edward,Violet,HomeAssist,35,1,33.6,130.28,463.0,155.66,337.56,23.62,46
29077,David,Guay,EverGreen,29,4,111.36,90.32,438.16,440.06,134.33,26.26,42
29078,Laura,Church,K,16,1,15.36,160.21,208.8,152.29,302.82,24.24,34
29079,Teresa,Sargent,EverGreen,24,3,69.12,113.58,81.49,178.17,954.69,55.33,24
29080,Antonio,Higgins,K,13,1,12.48,122.72,173.72,85.87,597.72,42.61,23
29081,Lonnie,Towle,K,35,3,100.8,41.26,799.8,366.03,251.08,91.14,16
29082,Patricia,Mcburrough,HomeAssist,27,2,51.84,165.81,414.81,116.2,110.94,35.12,23
29083,Robert,Jenkin,Elim,19,1,18.24,121.21,158.55,177.87,242.86,28.02,25
29084,Estrella,Havard,OneStop,39,1,37.44,102.08,246.09,193.68,653.87,56.94,21
29085,Ray,Johnson,EverGreen,35,4,134.4,133.07,632.55,372.29,354.72,87.8,17
29086,Saul,Miller,Elim,18,2,34.56,104.94,216.44,89.07,915.28,26.51,50
29087,Mary,Janes,HomeAssist,15,3,43.2,120.36,462.63,109.34,311.32,19.68,51
29088,Michael,Meader,EverGreen,32,1,30.72,152.91,483.71,66.14,119.52,17.5,47
29089,Martha,Coleman,K,25,2,48.0,167.26,141.91,86.9,815.32,32.74,37
29090,Mark,Straugh,EverGreen,31,2,59.52,65.01,341.55,155.9,236.35,16.3,49
29091,Amanda,Garcia,OneStop,21,2,40.32,177.6,63.59,114.05,668.52,48.75,21
29092,Andrea,Waldron,EverGreen,11,1,10.56,76.96,267.27,95.22,775.87,23.83,51
29093,David,Childs,Elim,25,1,24.0,97.96,461.7,106.51,629.2,31.59,41
29094,Jean,Romero,NU,18,4,69.12,31.62,286.63,131.05,460.16,64.96,14
29095,Joseph,Arguelles,EverGreen,25,3,72.0,120.81,190.19,113.92,263.26,36.22,19
29096,Edward,Ogorman,K,17,2,32.64,93.48,165.03,180.1,412.15,25.78,33
29097,Christopher,Ansel,Elim,17,2,32.64,177.44,217.41,71.15,415.88,46.41,19
29098,Marc,Bolin,Elim,15,2,28.8,149.47,177.82,118.88,413.3,21.49,40
29099,Edward,Vogan,EverGreen,31,1,29.76,76.32,111.88,136.96,213.98,19.97,27
29100,Luis,Broughton,OneStop,29,3,83.52,114.52,246.4,71.7,639.82,30.64,35
29101,Bobbie,Elsass,EverGreen,21,2,40.32,163.0,368.52,174.95,418.15,23.43,48
29102,Daniel,Dunn,OneStop,36,4,138.24,80.22,431.99,116.18,549.83,78.55,15
29103,Dennis,Acevedo,Elim,31,1,29.76,52.47,105.49,113.94,872.13,24.34,47
29104,Marc,Danner,NU,20,2,38.4,52.89,235.42,58.7,581.56,40.37,23
29105,Vincent,Baylock,EverGreen,26,2,49.92,49.61,476.13,68.9,436.39,25.15,41
29106,Mary,Thom,Elim,13,2,24.96,39.4,180.71,139.91,560.42,19.58,47
29107,Shawn,Hudson,EverGreen,28,3,80.64,178.98,282.88,179.91,512.15,29.59,39
29108,William,Fernandez,Elim,10,4,38.4,41.23,189.95,71.36,645.52,18.96,50
29109,Judy,Hudak,NU,33,1,31.68,181.88,308.1,131.04,258.05,18.31,48
29110,Jeffrey,Micale,OneStop,23,3,66.24,106.15,352.35,123.17,848.51,37.64,38
29111,Hubert,Horton,Elim,15,4,57.6,117.77,152.91,119.77,132.75,43.6,12
29112,Zack,Baca,OneStop,24,1,23.04,93.88,329.48,56.12,968.54,111.39,13
29113,Margarita,Swanson,HomeAssist,22,2,42.24,59.68,157.36,82.17,500.57,24.99,32
29114,Daniel,Villalpando,Elim,13,3,37.44,51.31,358.04,68.22,148.1,22.35,28
29115,Walter,Marguez,EverGreen,18,1,17.28,98.15,263.93,146.07,155.44,13.54,49
29116,Felipe,Calabro,EverGreen,31,2,59.52,188.99,347.03,163.34,685.84,62.96,22
29117,Deborah,Cooper,Elim,36,1,34.56,12.68,179.83,128.65,809.49,33.25,34
29118,Donnie,Edwards,NU,35,4,134.4,127.79,204.65,194.99,820.59,39.65,34
29119,Kenneth,Short,Elim,23,4,88.32,158.4,346.5,125.6,742.78,105.64,13
29120,Stacy,Wagner,EverGreen,27,1,25.92,139.15,472.9,178.27,259.52,43.74,24
29121,Freddie,Miller,OneStop,36,2,69.12,98.57,351.45,190.45,852.91,67.88,22
29122,Steve,Keane,HomeAssist,18,1,17.28,70.43,151.41,131.01,945.26,108.18,12
29123,Arlene,Sheffield,EverGreen,28,2,53.76,100.23,303.33,151.73,415.81,30.35,32
29124,May,Lucas,OneStop,20,2,38.4,173.21,413.96,162.23,309.35,42.35,25
29125,Catherine,Collins,Elim,14,4,53.76,23.87,291.17,187.73,668.59,29.28,40
29126,Jonathan,Wood,Elim,33,3,95.04,112.63,340.23,56.13,744.05,40.42,31
29127,Carol,Foreman,OneStop,18,1,17.28,161.53,149.53,162.71,460.57,23.96,39
29128,Melody,James,OneStop,32,4,122.88,77.82,519.31,335.11,507.92,34.29,42
29129,Numbers,Mrowka,NU,26,4,99.84,135.31,237.79,171.18,114.27,15.68,42
29130,Robert,Stephens,K,21,1,20.16,93.93,310.36,186.35,354.68,72.72,13
29131,Cornelius,Clayton,Elim,25,2,48.0,142.66,390.53,68.35,778.53,36.32,38
29132,Susan,Kanne,Elim,30,2,57.6,77.36,419.01,113.18,890.58,35.72,42
29133,Nereida,Allen,NU,15,3,43.2,128.56,375.2,63.66,458.07,73.25,14
29134,Jean,Fennimore,EverGreen,11,2,21.12,94.09,209.24,172.23,132.5,18.43,33
29135,Barbara,Eger,HomeAssist,28,3,80.64,122.89,232.02,137.31,955.44,39.13,37
29136,Jennie,Alford,OneStop,40,3,115.2,23.33,890.43,424.42,338.57,69.86,24
29137,Mary,Sulley,NU,16,2,30.72,20.35,398.22,57.06,198.18,25.92,26
29138,Steve,Vanhuss,K,10,1,9.6,72.25,160.95,51.76,216.11,16.16,31
29139,Graciela,Graham,K,30,3,86.4,107.88,116.21,85.93,113.67,9.01,47
29140,Melissa,Fowler,NU,28,1,26.88,187.36,296.92,180.13,851.72,75.81,20
29141,Javier,Jones,K,40,2,76.8,147.26,242.66,154.04,159.37,50.24,14
29142,Rosa,Sanchez,NU,33,3,95.04,151.15,272.6,89.49,453.64,74.38,13
29143,Kurt,Doty,HomeAssist,11,3,31.68,38.19,412.57,128.13,411.42,20.63,48
29144,Carol,Medrano,HomeAssist,39,1,37.44,114.16,160.35,89.8,937.39,35.18,37
29145,Jon,Izzo,OneStop,25,3,72.0,139.34,249.97,129.88,742.9,57.37,22
29146,Hugh,Anderson,NU,19,4,72.96,167.7,309.54,123.58,812.11,52.33,27
29147,Carol,Robertson,HomeAssist,39,1,37.44,130.85,427.55,131.15,888.18,35.86,44
29148,Cody,Mceachin,OneStop,32,2,61.44,44.22,400.82,50.3,783.14,29.06,44
